id,created_at,text,favorite_count,retweet_count
1105076580253093894,2019-03-11 12:02:42,b'We are glad to inform that Adobe is launching Women\xe2\x80\x99s day Tech-Challenge to hire female engineers from 2019 Batch u\xe2\x80\xa6 https://t.co/vpNJyiuuqZ',4,0
1105074548792348672,2019-03-11 11:54:38,"b'We will email tasks to all shortlisted candidates for an internship at @midasIIITD by Friday, 15th March. If you ar\xe2\x80\xa6 https://t.co/4TfRkzqpLu'",3,0
1104990888210714629,2019-03-11 06:22:12,b'@ACMMM19 @ACM_MM2018 @acmmm17 @sigmm @ACM Less than three weeks are left for @ACMMM19 submission. \nLooking forward\xe2\x80\xa6 https://t.co/XDubCfjQDu',1,1
1104989667034836992,2019-03-11 06:17:20,b'RT @kdnuggets: Face Recognition using One-Shot Learning \xe2\x80\x93 #DeepLearning\nusing DL architecture that works great with one-shot learning calle\xe2\x80\xa6',0,64
1104009401428406278,2019-03-08 13:22:07,b'@AvinashSwamina2 @IIITDelhi No. They will be given tasks along with students who will be selected in the second round.',1,0
1104007755214413824,2019-03-08 13:15:34,b'We are in the process of finalizing the shortlisted candidates for internship at @midasIIITD which we have received\xe2\x80\xa6 https://t.co/DFMWvpSeMF',8,4
1103290177626296324,2019-03-06 13:44:11,b'@ylecun @NilayShri @the_dhumketu @debanjanbhucs will it be useful?',3,0
1103252005680631808,2019-03-06 11:12:30,b'RT @kdnuggets: Python Data Science for Beginners https://t.co/yRExdmdZGh https://t.co/vRqTRuayO3',0,22
1102291568763887616,2019-03-03 19:36:04,b'RT @stanfordnlp: Useful feature of our Python stanfordnlp: get lemmas &amp; morphology in many languages. Le ski de fond touch\xc3\xa9\xe2\x86\x92lemma toucher f\xe2\x80\xa6',0,35
1102254758587297792,2019-03-03 17:09:48,"b'@NilayShri @NilayShri, Certain thing! The next team outing will be for lipreading team. \nProbably, just after @ACMMM19 submission.'",1,0
1102231526123593729,2019-03-03 15:37:28,"b'At @midasIIITD, we not only work hard but also have fun. \nToday, we had a team (for Humonics sponsored projects) ou\xe2\x80\xa6 https://t.co/CmqbHYOcX8'",9,1
1102220968909398016,2019-03-03 14:55:31,"b'Considering several requests to extend the deadline for internship application, @midasIIITD at @IIITDelhi has decid\xe2\x80\xa6 https://t.co/wXHWiDrcG6'",6,2
1102213706677596162,2019-03-03 14:26:40,b'RT @jeremyphoward: 39 studies about human perception in 30 minutes by @kennelliott \n\nAwesome article. If you do any visualization or comput\xe2\x80\xa6',0,315
1101900749607337985,2019-03-02 17:43:05,b'Correction:   @midasIIITD at @IIITDelhi',1,0
1101783972382597121,2019-03-02 09:59:03,b'Thanks much to all aspirants who have applied for the summer internship 2019 at @midasIIITD at @midasIIITD. We have\xe2\x80\xa6 https://t.co/jPV4qjnXC5',7,1
1101125203357126658,2019-02-28 14:21:21,b'RT @kdnuggets: Keras Hyperparameter Tuning in Google Colab Using Hyperas https://t.co/hmaI4ukJRX https://t.co/s3nTqqgnAb',0,4
1100463220408676354,2019-02-26 18:30:52,"b'RT @RatnRajiv: Great meeting with @midasIIITD alumnus, Sanket Jain today.\nHe was among first MTech students who worked with me at @IIITDelh\xe2\x80\xa6'",0,1
1100239121300090880,2019-02-26 03:40:22,b'Correction: They have published the following paper only:\n\nPROMPT: Personalized User Tag Recommendation for Social\xe2\x80\xa6 https://t.co/eBUbBzLFRO',0,0
1100065577735839745,2019-02-25 16:10:46,"b'We will process all applications received by March 1, 2019 and notify all shortlisted candidates by March 3. \n\nIf y\xe2\x80\xa6 https://t.co/J5J0Lgq1HP'",2,1
1099514169097838592,2019-02-24 03:39:40,"b'RT @ecsquendor: Jit Ghosh discusses the ""GloVe"" 2014 Stanford paper on word embeddings. This one was a great session! #paperreviewcalls #nl\xe2\x80\xa6'",0,8
1099333421812178951,2019-02-23 15:41:27,"b""RT @goodfellow_ian: This CVPR workshop is looking for applications of computer vision in developing countries. You don't need to submit a f\xe2\x80\xa6""",0,90
1098914003168813057,2019-02-22 11:54:49,b'RT @IIITDelhi: PhD Admission 2019 are open now\n\nOnline applications starts from 20th February 2019 and the last date to apply is 14th March\xe2\x80\xa6',0,8
1098620338441674752,2019-02-21 16:27:54,"b'RT @kdnuggets: #AI for Social Good study - how to inform policy, achieve interpretability, reduce bias and more -\ninclude review of global\xe2\x80\xa6'",0,14
1098472248359432194,2019-02-21 06:39:27,b'@IIITDelhi has initiated PhD Admission 2019 process (Regular Round).\n\nOnline applications start from 20th February\xe2\x80\xa6 https://t.co/cM1k4pNYy2',2,1
1098444303196553221,2019-02-21 04:48:24,"b'RT @radamihalcea: We tend to focus mainly on creating learning algorithms, and yet there is so much that can be gained from unlearning. In\xe2\x80\xa6'",0,13
1098117378552999937,2019-02-20 07:09:19,"b'@RealAAAI @RatnRajiv Thanks, @RealAAAI for recognizing our efforts. \n\nCongratulations, @midasIIITD students for win\xe2\x80\xa6 https://t.co/S6gh6naEQX'",6,3
1098094519784898561,2019-02-20 05:38:29,"b'Deepak Gupta, has joined @Google today. \nEarlier this week, Anupam Samanta, has also joined Google. \nBoth will be w\xe2\x80\xa6 https://t.co/Ifj9K2YIHi'",4,2
1097907765349998592,2019-02-19 17:16:24,b'RT @ACMMM19: We are pleased to announce the multimedia Grand Challenges that will be offered at ACM Multimedia in 2019. Check out the list;\xe2\x80\xa6',0,15
1097714785053958144,2019-02-19 04:29:33,"b'In addition to projects related to NLP and Multimedia systems, we have open positions for 3D animation interns too.\xe2\x80\xa6 https://t.co/Qmaqyc1B12'",3,2
1097712149592330241,2019-02-19 04:19:05,b'RT @technology: What could the manufacturing industry teach healthcare?',0,292
1097712098337972224,2019-02-19 04:18:53,b'RT @MSFTResearch: Dr. Layla El Asri wants you to be able to talk to your machine just like you\xe2\x80\x99d talk to another person. That\xe2\x80\x99s the easy pa\xe2\x80\xa6',0,21
1097548736257912834,2019-02-18 17:29:44,"b'To apply for @midasIIITD internship at @IIITDelhi, fill the following form: https://t.co/t54AZ9eo26  \n\nCheck more d\xe2\x80\xa6 https://t.co/n6bP8J51gc'",11,9
1097369615951253504,2019-02-18 05:37:59,b'RT @CornellDyson: Digital ag is Cornell\xe2\x80\x99s newest radical collaboration initiative\xe2\x86\x92https://t.co/hVXSnoSbnS\n#DigitalAg #Cornell @CornellNews\xe2\x80\xa6',0,6
1097184424100163584,2019-02-17 17:22:06,b'RT @odsc: Introduction to StanfordNLP: a state-of-the-art NLP library for 53 languages @StanfordNLP #DataScience #NLP #NaturalLanguageProce\xe2\x80\xa6',0,50
1097058690971066368,2019-02-17 09:02:28,b'Looking forward to your participation in Multimedia Grand Challenges of @ACMMM19 \n\nSeveral interesting challenges a\xe2\x80\xa6 https://t.co/YmXiw41j9z',3,1
1097055452767019008,2019-02-17 08:49:36,b'Consider attending National Workshop on Intelligent Multimodal Interfaces (NWIMI) at Indian Institute of Technology\xe2\x80\xa6 https://t.co/sDi8fdT9oi',1,0
1097022711434436608,2019-02-17 06:39:30,b'Submissions are invited for a special issue of Cognitive Computation (Impact Factor: 3.479) on Affect Recognition i\xe2\x80\xa6 https://t.co/LkQb24vcGU',1,1
1096815936986705921,2019-02-16 16:57:51,b'RT @debanjanbhucs: https://t.co/qNFzJ7ZHki',0,1
1096323826986569728,2019-02-15 08:22:23,"b""RT @MSFTResearch: Congratulations to Manik Varma, @iitdelhi's Himanshu Jain, Venkatesh Balasubramanian and Bhanu Chunduri for winning the B\xe2\x80\xa6""",0,13
1096075652149608448,2019-02-14 15:56:14,"b'Congratulations! Anupam Samanta on joining @Google as a software engineer. \n\nAnupam worked with @midasIIITD head, D\xe2\x80\xa6 https://t.co/z9iljs6EP6'",14,4
1095758559403376641,2019-02-13 18:56:13,b'RT @kdnuggets: Using BERT for state-of-the-art pre-training for natural language processing https://t.co/wAyERwPw3r https://t.co/ghPTpClh3p',0,5
1095712919881273344,2019-02-13 15:54:52,b'RT @ACMMM19: Attention authors of ACM MultiMedia 2018 and 2017 main conference papers. Submit a reproducibility paper to ACMMM 2019 https:/\xe2\x80\xa6',0,11
1095562234699247622,2019-02-13 05:56:05,"b'RT @kdnuggets: 9 Must-have skills you need to become a Data Scientist, updated https://t.co/OeeComtoWu https://t.co/DGq5qrQefc'",0,11
1093590688787099648,2019-02-07 19:21:52,b'@ACMMM19 @ACM Just one week is left for workshop proposal. Kindly consider submitting it. \n@midasIIITD\xe2\x80\xa6 https://t.co/BwEX4Q2x2t',1,1
1093537365836984321,2019-02-07 15:49:59,"b'@NilayShri @the_dhumketu Thanks, @NilayShri for sharing. \nIndeed a very good work.'",0,0
1093537153219321863,2019-02-07 15:49:08,"b""RT @NilayShri: @midasIIITD @the_dhumketu this seems to be the 'trend' https://t.co/m6YfyTtwfX""",0,1
1093394720863117312,2019-02-07 06:23:10,"b'RT @kdnuggets: Machine Learning in Python by @PyImageSearch\n""Struggling to get started with machine learning using Python? In this step-by-\xe2\x80\xa6'",0,53
1093108650313465856,2019-02-06 11:26:25,b'RT @Cambridge_Uni: .@DeepMindAI and @Cambridge_Trust  are offering scholarships to under-represented students to study computer science. Op\xe2\x80\xa6',0,35
1092853590929092608,2019-02-05 18:32:54,"b'RT @GoogleAI: Google AI  and @DeepMindAI researchers have open-sourced the Hanabi Learning Environment, a testbed for collaborative multi-a\xe2\x80\xa6'",0,212
1092841572553670656,2019-02-05 17:45:09,b'Edit: In the updated leaderboard we are now ranked 10th in the suggestion mining task! Thanks for updates @isarth23',0,0
1092841394975186945,2019-02-05 17:44:27,b'Congratulations! @isarth23. \nIt is our pleasure to work with you. \nYou are a gem of @midasIIITD. https://t.co/mOJQyhd26K',4,0
1092757161934024710,2019-02-05 12:09:44,"b'In addition to OffensEval task, @midasIIITD has also performed well in the suggestion mining task (\xe2\x80\xa6 https://t.co/Vs35HbjxlU'",5,1
1092753624596393984,2019-02-05 11:55:41,"b'Thanks, Karan Uppal and @RatnRajiv for all your support.'",1,1
1092741250938093569,2019-02-05 11:06:31,"b'@midasIIITD performance in OffensEval 2019 (SemEval 2019 - Task 6).\n\nIn subtask-A, we came 5th out of 103 teams\nIn\xe2\x80\xa6 https://t.co/nm6QEgp1EE'",4,3
1092396416603807747,2019-02-04 12:16:16,b'RT @ProfAnirban: One of the biggest obstacles to the adoption of #NLP and cognitive #AI is the lack of pretrained models in languages other\xe2\x80\xa6',0,39
1092376943855456256,2019-02-04 10:58:53,"b'RT @IIITDelhi: Students of @midasIIITD lab won the best student poster award at 33rd @RealAAAI 2019 conference in Honolulu, Hawaii for the\xe2\x80\xa6'",0,4
1091563177358180352,2019-02-02 05:05:16,"b'@RealAAAI 2019 summary for @midasIIITD.\n1 paper in main conference, 1 paper in EAAI, 2 papers published in student\xe2\x80\xa6 https://t.co/NsZ70KKP9P'",7,3
1091241477395558400,2019-02-01 07:46:57,"b'@the_dhumketu @RealAAAI Congrats! Raghav, Kshitij, and @the_dhumketu for the best student poster award!\nCongrats\xe2\x80\xa6 https://t.co/juj3RGiGU8'",3,1
1091237437383290880,2019-02-01 07:30:53,"b'Our paper titled, ""Mind Your Language: Abuse and Offence Detection for Code-Switched Languages"", won the best stude\xe2\x80\xa6 https://t.co/hV7uchpmWE'",24,3
1091173154012057601,2019-02-01 03:15:27,"b'RT @PeterMartigny: Very interesting talk by @ChenguangZhu2 at the @stanfordnlp seminar on SDNet, a new architecture for conversational ques\xe2\x80\xa6'",0,8
1091172632664236032,2019-02-01 03:13:23,b'RT @NilayShri: @midasIIITD @RatnRajiv\n@the_dhumketu \nhttps://t.co/PkUa18lF8p',0,2
1090866537211150336,2019-01-31 06:57:04,b'CFP for @ACMMM19 has been posted on WikiCFP. Kindly share with your colleagues and submit your work to #ACMMM 2019.\xe2\x80\xa6 https://t.co/U2tLyg1Gjm',1,1
1090849741104009217,2019-01-31 05:50:19,"b'@midasIIITD Lab is pleased to share our novel work titled, Harnessing GANs for Addition of New Classes in VSR (\xe2\x80\xa6 https://t.co/BkSMWfWX8H'",4,2
1090845310346121217,2019-01-31 05:32:43,"b'RT @RatnRajiv: If you are attending @RealAAAI and liked our work, Lipper, for speech reconstruction from silent videos using lipreading the\xe2\x80\xa6'",0,2
1090697705985212418,2019-01-30 19:46:11,"b""RT @RatnRajiv: Great to be part of this year's accepted papers at @RealAAAI from India. Out of 25 papers from India, 6 from @IIITDelhi. \nCo\xe2\x80\xa6""",0,2
1090660579394502657,2019-01-30 17:18:40,b'RT @MIT: Want to squelch fake news? Let the readers take charge https://t.co/Jusr6TMUse https://t.co/KDHmFDP9aE',0,11
1090474810872721408,2019-01-30 05:00:29,"b'If you are attending @RealAAAI 2019 at Honolulu, Hawaii, USA then attend our talk in the Student Abstract Session f\xe2\x80\xa6 https://t.co/QPyeEUKWws'",3,1
1090334303852982272,2019-01-29 19:42:10,b'If you are attending @RealAAAI 2019 then visit following sessions for our papers.\n\n3. Lipper: Synthesizing Thy Spee\xe2\x80\xa6 https://t.co/C4G5ldlFt4',5,2
1090333632026181632,2019-01-29 19:39:29,b'If you are attending @RealAAAI 2019 then visit following sessions for our papers.\n\n2. Lipper: Speaker Independent S\xe2\x80\xa6 https://t.co/ytddMaL0V3',3,1
1090331641250074624,2019-01-29 19:31:35,b'If you are attending @RealAAAI 2019 then visit following sessions for our papers.\n\n1. Mind Your Language: Abuse and\xe2\x80\xa6 https://t.co/i1q32HQSGM',2,1
1090309858891489281,2019-01-29 18:05:01,b'@TechAtBloomberg @debanjanbhucs It is a great experience to work with @debanjanbhucs.\n@midasIIITD looks forward to\xe2\x80\xa6 https://t.co/RgwF3FZdki',5,2
1090309478040272896,2019-01-29 18:03:31,b'RT @TechAtBloomberg: Learn more about the collaborative efforts of researchers @debanjanbhucs &amp; Daniel Preo\xc5\xa3iuc-Pietro w/ academics around\xe2\x80\xa6',0,5
1090306677730041856,2019-01-29 17:52:23,b'RT @debanjanbhucs: We as researchers working at Bloomberg also get opportunities to collaborate with academia. Here are the outcomes of two\xe2\x80\xa6',0,2
1090261382652616704,2019-01-29 14:52:24,b'RT @kdnuggets: 7 Steps to Mastering Basic Machine Learning with Python \xe2\x80\x94 2019 Edition\n https://t.co/yZExGjOVWH https://t.co/sJC8p2kTyp',0,33
1090116692531769345,2019-01-29 05:17:27,"b'@TechAtBloomberg @debanjanbhucs @IIITDelhi @RatnRajiv Congrats, team @midasIIITD! https://t.co/ncsgSUusUb'",3,1
1090107463888601088,2019-01-29 04:40:47,"b'RT @TechAtBloomberg: #Textanalytics researcher @debanjanbhucs joins @IIITDelhi\'s @RatnRajiv &amp; other co-authors to present ""Get IT Scored us\xe2\x80\xa6'",0,5
1089858498945519616,2019-01-28 12:11:29,b'RT @kdnuggets: Top 16 #OpenSource #DeepLearning Libraries and Platforms #KDN https://t.co/TycxmMSCWs',0,8
1089858430578450434,2019-01-28 12:11:13,"b'RT @Princeton: Using data from more than 6,000 patients, @EPrinceton researchers applied #machinelearning methods to design a system that c\xe2\x80\xa6'",0,18
1089858282804649984,2019-01-28 12:10:37,b'RT @CornellBirds: In 1929 Cornell Lab founder Arthur Allen made the very first recordings of wild birds. Follow @MacaulayLibrary as they sh\xe2\x80\xa6',0,68
1088722366258020352,2019-01-25 08:56:54,"b'RT @seb_ruder: Natural Questions: A new QA dataset consisting of 300,000+ naturally occurring questions (posed to Google search) with human\xe2\x80\xa6'",0,141
1088462283624275969,2019-01-24 15:43:25,b'RT @kdnuggets: 10 More #Free Must-Read #Books for #MachineLearning and #DataScience #KDN https://t.co/EtMyAJFl6d',0,23
1088462175721553920,2019-01-24 15:42:59,b'RT @kdnuggets: How to build an API for a machine learning model in 5 minutes using Flask https://t.co/VFN7NmCqTu https://t.co/oZ8rXEGM5w',0,25
1088019570743377920,2019-01-23 10:24:14,b'@ACMMM19 @ACM @abhinavdhall consider submitting your proposal.',0,0
1088019402107248641,2019-01-23 10:23:34,b'RT @ACMMM19: Jump start your @ACM #Multimedia workshop submission... First workshop titles are now online https://t.co/S9ZSaJTH1a But also\xe2\x80\xa6',0,10
1087712654548856833,2019-01-22 14:04:40,"b'@NUSComputing Congratulations! Yaman @the_dhumketu , Roger, Yifang, @RatnRajiv, Rohit, and Salik.'",1,1
1087712199836033024,2019-01-22 14:02:51,b'\xe2\x9a\xa1\xef\xb8\x8f \xe2\x80\x9cAchievements\xe2\x80\x9d\n\nhttps://t.co/LvZt1GTY4C',3,1
1087711009802833920,2019-01-22 13:58:08,b'RT @NUSComputing: A/P Roger Zimmermann and his collaborators from IIIT Delhi developed a lipreading system that produces audio from lip mov\xe2\x80\xa6',0,2
1087386718485925888,2019-01-21 16:29:31,"b'Welcome one member to our @midasIIITD family, SkyWalker. \nIt will strengthen our team with Falcon. \n\n#midas #server\xe2\x80\xa6 https://t.co/IIZ8ZhVDJg'",9,1
1087369111691190278,2019-01-21 15:19:33,b'Dr @RatnRajiv Shah delivered a research talk in the National Symposium on Natural Languages Processing and Artifici\xe2\x80\xa6 https://t.co/YnxUtsbalX',6,2
1087281914526949376,2019-01-21 09:33:03,"b""RT @Scott__Hubbard: Don't miss this new article from @ted_dunning, who presents practical methods for near real-time monitoring of machine\xe2\x80\xa6""",0,9
1087281661295775744,2019-01-21 09:32:03,b'RT @kaggle: Stuck inside with stir-crazy kids? \xf0\x9f\x98\xab\xf0\x9f\xa4\x92\xf0\x9f\x98\xb5Check out these downloadable machine learning projects designed for kids aged 8-16 \xf0\x9f\x91\x89https\xe2\x80\xa6',0,37
1087241945561190400,2019-01-21 06:54:14,"b'@Princeton @nyuniversity @nytimes Team @midasIIITD, do we have the same trend in India?'",0,0
1086863219157753856,2019-01-20 05:49:19,b'RT @Harvard: Researchers find connections between worry and the development of heart disease https://t.co/yQ4miy8DHI',0,77
1086688636945354753,2019-01-19 18:15:35,"b'RT @Stanford: Researchers across Stanford are exploring ways to predict and prevent preterm births, and to improve care for the highest-ris\xe2\x80\xa6'",0,8
1086563736830132224,2019-01-19 09:59:16,b'Meet our members of @midasIIITD .\n\nhttps://t.co/2PFbtoDtDR\n\nWe welcome new members to our group. \n\nMIDAS is a group\xe2\x80\xa6 https://t.co/wpUTuw9Lf4',7,2
1086465154638798848,2019-01-19 03:27:33,b'RT @kdnuggets: How to Monitor Machine Learning Models in Real-Time https://t.co/9UpYVzlQWI https://t.co/9lK9eoOVWe',0,9
1086207995216719873,2019-01-18 10:25:41,"b'Congratulations! @Leomi7 @ashualloy @RatnRajiv Ayush, Himanshu, Aditya, Deepanshu, @isarth23 @rgrgrajat1'",6,0
1086205819744542721,2019-01-18 10:17:02,b'RT @jasonbaumgartne: #Pushshift is happy to announce a new dataset for your ML / NLP / Research pleasure -- Data for over 340+ Stackexchang\xe2\x80\xa6',0,19
1086205666908266496,2019-01-18 10:16:26,b'Proceedings of FIRE 2018 is online now at https://t.co/vzLpwVp1Qb\nOur 4 papers are:\n1. Fully Automatic Approach to\xe2\x80\xa6 https://t.co/UzZiKlthB9',10,2
1085749621484179456,2019-01-17 04:04:16,b'RT @hseas: Only 20 percent of pediatric cancer patients in lower- and middle-income countries will survive. Engineering students partnered\xe2\x80\xa6',0,27
1085749533315723264,2019-01-17 04:03:55,b'RT @Cornell: Can virtual reality transform medicine? Psychologist JoAnn Difede @WeillCornell began using #VR with soldiers and survivors fr\xe2\x80\xa6',0,11
1084491715816218624,2019-01-13 16:45:48,b'RT @kdnuggets: Explainable Artificial Intelligence https://t.co/rllNxnm73U https://t.co/mAYFPMJF8P',0,20
1084490450579279874,2019-01-13 16:40:46,b'@abhinavdhall @RatnRajiv Emailed you.',0,0
1084481048891731973,2019-01-13 16:03:25,"b'RT @kdnuggets: A comprehensive list of #MachineLearning Resources: Open Courses, Textbooks, #Tutorials, Cheat Sheets and more #KDN https://\xe2\x80\xa6'",0,39
1084349153566543872,2019-01-13 07:19:19,b'Call for Book Chapter- Springer- Deep learning based approaches for sentiment analysis. Contact for more details.\xe2\x80\xa6 https://t.co/LgtvlSpETQ',6,1
1084096944765493248,2019-01-12 14:37:07,b'RT @Stanford: The average woman is exposed to four medications during her pregnancy and over 80 percent of medications haven\xe2\x80\x99t been studied\xe2\x80\xa6',0,48
1083285146621624321,2019-01-10 08:51:20,b'@harvardmed @Harvard Another interesting direction to our previous work @MADAIguy @Leomi7',1,0
1083284960541208576,2019-01-10 08:50:35,b'RT @harvardmed: A first-of-its-kind strategy aims to improve outcomes for kidney cancer patients who are at high risk of recurrence followi\xe2\x80\xa6',0,27
1083284382192787456,2019-01-10 08:48:17,"b'RT @RatnRajiv: Fortunate to have appreciation from my former NUS professor, Dr. Terence Sim.\nHe also appreciated our @RealAAAI\n2019 paper o\xe2\x80\xa6'",0,3
1082820527427735552,2019-01-09 02:05:06,b'RT @Harvard: The study provides potential future targets for drug development to treat osteoporosis https://t.co/YhfrOovdbO',0,9
1082201475504267265,2019-01-07 09:05:12,"b'RT @UniofOxford: In the final episode of series one of our Futuremakers podcast series, hear from Professor Sir @Nigel_Shadbolt on where th\xe2\x80\xa6'",0,16
1081896689810567168,2019-01-06 12:54:06,b'@ACMMM19: Call for Workshop Proposals \n\nDeadline: Friday 15 February 2019\n\nhttps://t.co/vpdx97ucNP\n\n#ACMMM19\xe2\x80\xa6 https://t.co/tsZdIKtonM',1,0
1081769684570058752,2019-01-06 04:29:25,b'@ACMMM19: Call for Grand Challenge Proposals\n\nDeadline: Tuesday 8 January 2019\n\nCheck more details at-\xe2\x80\xa6 https://t.co/MHDI87AXTv',1,0
1081764771081285632,2019-01-06 04:09:54,"b'Since 1993, ACM Multimedia has been bringing together researchers and practitioners from academia and industry to p\xe2\x80\xa6 https://t.co/dgqhsabXtF'",5,1
1081764163171446785,2019-01-06 04:07:29,b'@ACMMM19 is structured around four themes (alphabetical):\n\nEngaging users with multimedia\nMultimedia experience\nMul\xe2\x80\xa6 https://t.co/WBVqNC0j90',1,0
1081763698648113152,2019-01-06 04:05:38,b'ACM Multimedia 2019: First Call for Papers/Call for Contributions\n@ACMMM19 is the premier international conference\xe2\x80\xa6 https://t.co/jYb2y1ri2x',4,2
1080708859033989120,2019-01-03 06:14:05,b'RT @ACMMM19: Happy new year! 2019 started with a bang. Thanks to everyone working to help resolve the ACM webserver hack issues. Please wat\xe2\x80\xa6',0,2
1080152125630500864,2019-01-01 17:21:49,b'You may follow @midasIIITD updates through following:\n\nWebsite: https://t.co/sPvbKhflKQ\nFacebook:\xe2\x80\xa6 https://t.co/n0lhKok55x',4,2
1080151147434913793,2019-01-01 17:17:56,"b'Today, @midasIIITD completed one year at @IIITDelhi. In last one year, we have shown our strong presence in researc\xe2\x80\xa6 https://t.co/UPFHOJOVne'",14,5
1080135158295154689,2019-01-01 16:14:24,b'RT @debanjanbhucs: Happy anniversary to @midasIIITD . It surely has been a productive year for us and hope to see some ground breaking work\xe2\x80\xa6',0,4
1078236176740282369,2018-12-27 10:28:31,b'Two Research Assistant (RA) positions are still open. Contact us if you are eligible and interested to work on the\xe2\x80\xa6 https://t.co/pWwA5lBwUk',2,1
1078228773554667520,2018-12-27 09:59:06,b'Positions for two Research Assistants (RA) are still open at @midasIIITD. Interested candidates may send their CV a\xe2\x80\xa6 https://t.co/YyIFinU41I',5,3
1078116750439243776,2018-12-27 02:33:58,"b'RT @TCoolsIT: I wrote a blogpost on CoreNLP highlighting some of its functionality. If you want a quick dip before diving into the course,\xe2\x80\xa6'",0,12
